index,contract_no,division,product_name,customer,sales_rep,price
3023,CNT-00694149,East,Rip Rap,Andrews Ltd,Vashon,45.61
3024,CNT-78127859,SouthWest,Screenings,Parker Group,Daniel,43.63
3025,CNT-94946648,Central,Concrete Sand,Wells-Christensen,Connor,20.04
3026,CNT-66509671,West,#4 Stone,Beck-Johnson,Heath,34.99
3027,CNT-36609843,Central,Concrete Sand,Murphy Group,Heath,47.49
3028,CNT-56991674,NorthEast,#4 Stone,Robinson-Colon,Rijo,42.09
3029,CNT-49506215,East,Surge Stone,Ruiz-Cuevas,Arthur,20.54
3030,CNT-07826022,West,Mason Sand,Riddle LLC,Arthur,30.92
3031,CNT-21439891,West,Railroad Ballast,Jimenez-Smith,Madhu,25.64
3032,CNT-30622017,NorthEast,#4 Stone,Butler-Villarreal,Heath,35.8
3033,CNT-05667133,SouthWest,#57 Stone,"Mills, Wilcox and Thompson",Daniel,14.51
3034,CNT-37075612,NorthEast,Screenings,Silva-Thompson,Arthur,27.23
3035,CNT-36987005,East,Pea Gravel,Smith-Bailey,Vashon,41.29
3036,CNT-49835222,West,Concrete Sand,Smith-Vazquez,Madhu,24.36
3037,CNT-35903028,Central,ABC Stone,"George, Cantu and Sanchez",Rijo,41.48
3038,CNT-84746534,Central,ABC Stone,"Li, Jordan and Lewis",Madhu,28.34
3039,CNT-75930071,SouthWest,Screenings,"Hodges, Estrada and Robinson",Arthur,23.19
3040,CNT-83687492,West,Pea Gravel,"Wagner, Wallace and Johnston",Connor,32.66
3041,CNT-81300354,West,Railroad Ballast,"Lee, Terrell and Hernandez",Parker,19.27
3042,CNT-47607912,SouthWest,Pea Gravel,Stewart-Rosario,Connor,27.48
3043,CNT-69056464,SouthWest,Screenings,"Diaz, Palmer and Barr",Heath,11.33
3044,CNT-80334107,NorthEast,Railroad Ballast,Green LLC,Niket,49.53
3045,CNT-56429741,Central,ABC Stone,Martin-Clark,Parker,34.73
3046,CNT-76357097,NorthEast,Mason Sand,Murray Inc,Steve,13.82
3047,CNT-09718393,East,Rip Rap,King-Long,Arthur,29.87
3048,CNT-94793486,NorthEast,ABC Stone,Brown-Bowen,Niket,47.4
3049,CNT-43635218,East,Surge Stone,Stephens-Hobbs,Shiva,43.43
3050,CNT-54151029,West,ABC Stone,Kennedy Group,Rijo,44.62
3051,CNT-60299329,Central,Concrete Sand,"Jackson, Lopez and Leon",Abi,48.2
3052,CNT-57747256,Central,Pea Gravel,Graves-Coleman,Niket,48.25
3053,CNT-20108113,Central,#67 Stone,Moreno-Price,Daniel,31.9
3054,CNT-38814899,SouthWest,ABC Stone,Rowland-Turner,Parker,24.41
3055,CNT-76593444,West,ABC Stone,"Pena, Clayton and Kramer",Rijo,25.97
3056,CNT-03775279,Central,#4 Stone,Vasquez Ltd,Rijo,13.35
3057,CNT-93529508,East,Pea Gravel,Taylor Inc,Abi,21.47
3058,CNT-10467515,West,Railroad Ballast,Fuller LLC,Vashon,43.66
3059,CNT-46530283,SouthWest,Concrete Sand,Martinez-Sanchez,Rijo,39.94
3060,CNT-12211503,East,Concrete Sand,Howell Group,Vashon,46.23
3061,CNT-16766443,Central,Railroad Ballast,"Austin, Griffin and Chaney",Vashon,46.0
3062,CNT-19646006,SouthWest,#4 Stone,Little-Rodgers,Vashon,14.04
3063,CNT-55459532,NorthEast,#57 Stone,"Cox, Leach and Petty",Arthur,49.13
3064,CNT-55427458,East,Mason Sand,"Zimmerman, Webb and Solis",Arthur,38.83
3065,CNT-72950637,East,Surge Stone,"Lewis, Rose and Hunt",Steve,32.37
3066,CNT-53705716,NorthEast,Mason Sand,White-Davis,Parker,45.79
3067,CNT-48730703,NorthEast,Rip Rap,"Wilson, Chung and Kelly",Abi,20.94
3068,CNT-58071234,East,Concrete Sand,"Lin, Wagner and Rubio",Connor,25.57
3069,CNT-77418755,SouthWest,Mason Sand,Walker Group,Steve,13.37
3070,CNT-87235436,Central,Mason Sand,"Cox, Cooper and Romero",Heath,42.64
3071,CNT-00834716,West,#67 Stone,Moore-Webb,Niket,10.73
3072,CNT-08377648,NorthEast,Screenings,Welch LLC,Madhu,26.98
3073,CNT-64838925,Central,Surge Stone,Reyes and Sons,Vashon,19.03
3074,CNT-43301578,East,Pea Gravel,"White, Ali and Aguirre",Daniel,44.95
3075,CNT-43468129,West,#57 Stone,Booth-Fry,Abi,46.53
3076,CNT-36478987,Central,#4 Stone,Hull-Diaz,Parker,34.65
3077,CNT-59326043,NorthEast,ABC Stone,Martin-Pacheco,Abi,24.36
3078,CNT-44976048,West,Rip Rap,Rowe Inc,Niket,36.06
3079,CNT-56886095,West,Surge Stone,"Johnson, Becker and Guerrero",Heath,40.37
3080,CNT-90160976,NorthEast,Pea Gravel,"Bush, Rodriguez and Woods",Shiva,46.68
3081,CNT-48039165,Central,Railroad Ballast,Becker and Sons,Vashon,14.11
3082,CNT-86521443,SouthWest,Screenings,"Roberts, Haas and Nichols",Heath,17.64
3083,CNT-12699250,Central,#4 Stone,"Martin, Lewis and Bowman",Madhu,47.42
3084,CNT-95205293,SouthWest,Rip Rap,Guerra-Chen,Abi,43.94
3085,CNT-58703670,Central,#57 Stone,Pacheco-Gould,Heath,18.78
3086,CNT-70996620,NorthEast,#4 Stone,Villa-Hall,Rijo,44.85
3087,CNT-04352644,SouthWest,#67 Stone,Walsh LLC,Vashon,46.95
3088,CNT-34288315,NorthEast,Pea Gravel,Reed Inc,Vashon,35.73
3089,CNT-59457766,Central,Mason Sand,Harrison-Perkins,Niket,44.52
3090,CNT-08653234,SouthWest,Screenings,Adams and Sons,Steve,36.41
3091,CNT-65204447,SouthWest,#57 Stone,"Burton, Davis and Miller",Connor,24.74
3092,CNT-80626480,NorthEast,Rip Rap,Vincent-Williams,Heath,46.15
3093,CNT-58374054,SouthWest,Concrete Sand,Wang-Cooper,Vashon,21.43
3094,CNT-17086262,NorthEast,Pea Gravel,Nelson-Morris,Shiva,35.64
3095,CNT-32501129,SouthWest,#4 Stone,"Mendoza, Wright and Contreras",Steve,21.08
3096,CNT-94161429,Central,ABC Stone,Aguirre and Sons,Arthur,23.49
3097,CNT-56620917,Central,#67 Stone,"Thompson, Phillips and Barr",Heath,37.47
3098,CNT-07289512,West,Rip Rap,Holmes and Sons,Rijo,43.75
3099,CNT-99568088,East,Pea Gravel,Glover-Willis,Daniel,36.29
3100,CNT-74807893,East,Railroad Ballast,Taylor-Campbell,Connor,49.42
3101,CNT-92314284,West,Railroad Ballast,"Woodward, Bryan and Green",Steve,36.68
3102,CNT-11838514,East,Mason Sand,"Cooke, Cervantes and Jackson",Connor,20.58
3103,CNT-20890796,East,Concrete Sand,Guerrero and Sons,Abi,40.25
3104,CNT-22301404,West,ABC Stone,Nichols-Williams,Shiva,37.88
3105,CNT-24423944,West,#67 Stone,Miller-Whitehead,Arthur,47.91
3106,CNT-60079356,West,Rip Rap,"Woodward, Hernandez and Miller",Shiva,23.04
3107,CNT-36835481,SouthWest,Pea Gravel,Ford-Lewis,Connor,20.85
3108,CNT-29365750,West,Screenings,Serrano-Osborn,Arthur,21.14
3109,CNT-04643745,Central,Concrete Sand,Campbell Inc,Niket,47.43
3110,CNT-27620073,NorthEast,Screenings,Frederick and Sons,Connor,37.6
3111,CNT-96351066,East,Mason Sand,Johnson Inc,Abi,28.0
3112,CNT-23477091,SouthWest,Surge Stone,"Phillips, Bryant and Stevens",Abi,46.41
3113,CNT-75914505,Central,#4 Stone,Bryant-Adams,Heath,49.28
3114,CNT-41123701,East,Concrete Sand,Becker-Medina,Niket,39.22
3115,CNT-50196873,SouthWest,Screenings,"Le, Bradley and Martinez",Vashon,47.04
3116,CNT-66609502,East,Screenings,Odonnell Ltd,Connor,27.55
3117,CNT-97610679,SouthWest,Concrete Sand,Mckinney-Collins,Connor,12.41
3118,CNT-00186061,NorthEast,Mason Sand,Johnson-Meyer,Shiva,47.55
3119,CNT-57330026,NorthEast,ABC Stone,Hoffman Inc,Daniel,20.18
3120,CNT-09293702,NorthEast,#67 Stone,Ellis-Thompson,Rijo,17.4
3121,CNT-94699437,Central,Surge Stone,Burton PLC,Abi,26.26
3122,CNT-71085543,SouthWest,Pea Gravel,"Campbell, Thomas and Walker",Heath,42.69
3123,CNT-31434900,SouthWest,Surge Stone,Spence-Palmer,Shiva,43.77
3124,CNT-60488865,West,#67 Stone,"Kelly, Wheeler and Taylor",Rijo,28.09
3125,CNT-66094576,SouthWest,Mason Sand,"Bowers, Johnson and Ramirez",Rijo,28.94
3126,CNT-32517253,Central,#67 Stone,Lang-Mayer,Arthur,37.71
3127,CNT-21693996,Central,Concrete Sand,West LLC,Niket,49.29
3128,CNT-01308781,Central,Concrete Sand,Mccarty Group,Daniel,39.08
3129,CNT-46086957,East,Pea Gravel,Owen-Matthews,Steve,42.38
3130,CNT-03213545,NorthEast,Rip Rap,Bell-Williams,Steve,32.6
3131,CNT-50080044,East,Concrete Sand,Berg LLC,Heath,12.3
3132,CNT-91645652,East,#67 Stone,Stewart Group,Connor,42.58
3133,CNT-89591878,West,Surge Stone,Gross Inc,Rijo,43.74
3134,CNT-44471212,West,Concrete Sand,Weaver PLC,Abi,33.25
3135,CNT-95793890,SouthWest,Screenings,Harper LLC,Abi,41.61
3136,CNT-72697869,NorthEast,Screenings,"Shaw, Pratt and Wood",Connor,48.92
3137,CNT-19183916,NorthEast,Mason Sand,Griffith-Myers,Abi,40.0
3138,CNT-42947605,East,Surge Stone,King LLC,Parker,30.92
3139,CNT-32602483,Central,#57 Stone,"Berg, Jones and Walker",Vashon,46.96
3140,CNT-31569516,Central,Concrete Sand,Hill PLC,Niket,23.94
3141,CNT-05868327,East,ABC Stone,Curtis PLC,Vashon,11.9
3142,CNT-98188262,Central,#57 Stone,Brown Inc,Rijo,35.93
3143,CNT-08561571,Central,ABC Stone,Thomas and Sons,Arthur,13.09
3144,CNT-43284158,NorthEast,Pea Gravel,"Hamilton, Butler and Clark",Parker,48.46
3145,CNT-03466522,West,Screenings,"Hernandez, Henry and Lang",Daniel,43.22
3146,CNT-27520933,NorthEast,#4 Stone,Small-Nelson,Parker,46.17
3147,CNT-53459990,Central,Concrete Sand,Phillips Group,Madhu,47.83
3148,CNT-62266742,Central,Concrete Sand,Bailey-Ruiz,Madhu,47.37
3149,CNT-58592287,SouthWest,Pea Gravel,Fitzpatrick and Sons,Steve,40.35
3150,CNT-82794607,West,Screenings,"Clark, Gonzalez and Rodriguez",Steve,35.36
3151,CNT-40433527,SouthWest,Mason Sand,Curry PLC,Daniel,21.06
3152,CNT-66693035,Central,Screenings,Branch-Harper,Niket,23.35
3153,CNT-09872240,West,Mason Sand,Scott Group,Arthur,15.19
3154,CNT-93837606,West,#67 Stone,Porter PLC,Daniel,11.95
3155,CNT-82243894,Central,Concrete Sand,Smith Inc,Parker,21.7
3156,CNT-19620456,SouthWest,#4 Stone,Burns Ltd,Parker,49.02
3157,CNT-56035384,SouthWest,#4 Stone,Lopez-Park,Daniel,24.06
3158,CNT-69128166,Central,#57 Stone,"Oconnor, Mejia and Moreno",Arthur,10.78
3159,CNT-08479043,East,#67 Stone,Gonzalez-Goodman,Rijo,21.18
3160,CNT-50343311,SouthWest,Concrete Sand,Johnson Inc,Heath,22.74
3161,CNT-45938170,NorthEast,Rip Rap,Miles LLC,Connor,34.54
3162,CNT-60529293,Central,#67 Stone,Rodriguez Ltd,Heath,26.95
3163,CNT-96204884,NorthEast,Rip Rap,Holt-Murray,Heath,45.08
3164,CNT-75894842,Central,ABC Stone,"Dennis, Patterson and Brown",Vashon,28.55
3165,CNT-17773723,SouthWest,Surge Stone,Green LLC,Daniel,16.73
3166,CNT-53816937,SouthWest,Railroad Ballast,James-Thompson,Parker,35.57
3167,CNT-53728747,West,#57 Stone,Hoffman PLC,Connor,45.67
3168,CNT-37099284,East,#67 Stone,"Miller, Colon and Chan",Arthur,34.55
3169,CNT-10088682,SouthWest,Mason Sand,Sullivan Ltd,Abi,12.51
3170,CNT-29571481,NorthEast,#67 Stone,Little Inc,Vashon,24.09
3171,CNT-86258520,SouthWest,#67 Stone,Herrera-Anderson,Vashon,41.21
3172,CNT-67293930,East,Railroad Ballast,Meadows-Ryan,Shiva,18.4
3173,CNT-50473994,East,Mason Sand,Anderson-Lewis,Shiva,34.08
3174,CNT-29147652,SouthWest,Pea Gravel,Walton-Cooper,Niket,43.68
3175,CNT-68891719,Central,Surge Stone,Ramos Inc,Daniel,43.78
3176,CNT-33360031,SouthWest,Railroad Ballast,Moyer-Johnson,Parker,15.16
3177,CNT-69182944,East,Mason Sand,Jones-Wilson,Arthur,13.03
3178,CNT-71303709,Central,#67 Stone,Roy-Walsh,Niket,19.43
3179,CNT-41852288,SouthWest,#67 Stone,Hatfield PLC,Vashon,37.51
3180,CNT-60123954,NorthEast,Railroad Ballast,Whitaker Group,Vashon,34.07
3181,CNT-50845599,West,Pea Gravel,Nash and Sons,Heath,48.29
3182,CNT-08400900,NorthEast,ABC Stone,"Lowery, Sanchez and Bates",Parker,36.05
3183,CNT-57019266,Central,Concrete Sand,Carr-Dalton,Vashon,46.8
3184,CNT-14155557,Central,Pea Gravel,Beasley-Day,Madhu,47.54
3185,CNT-84165750,West,Screenings,Parrish LLC,Shiva,36.78
3186,CNT-62387699,NorthEast,#67 Stone,Kennedy-Thomas,Parker,43.96
3187,CNT-38574864,West,Surge Stone,"Newton, Hale and Wood",Madhu,40.09
3188,CNT-02385417,East,Mason Sand,"King, Lee and Gonzalez",Vashon,36.84
3189,CNT-49608130,West,Concrete Sand,"Cole, Holmes and Chambers",Madhu,27.93
3190,CNT-23027288,East,#4 Stone,Barnes-Mccormick,Daniel,15.57
3191,CNT-62474248,East,ABC Stone,Watkins Inc,Madhu,23.24
3192,CNT-63419243,Central,Rip Rap,"Carpenter, Rogers and Watts",Connor,27.89
3193,CNT-77073843,East,#67 Stone,Turner-Garrison,Heath,20.66
3194,CNT-26347116,Central,Mason Sand,"Carter, Ramirez and Munoz",Heath,30.25
3195,CNT-49681290,East,Screenings,"Morgan, Grant and Smith",Arthur,32.85
3196,CNT-45683400,West,Screenings,Weber Ltd,Steve,48.5
3197,CNT-19847899,East,#57 Stone,"Foster, Bridges and Hall",Abi,37.45
3198,CNT-01090656,West,#67 Stone,"Parker, Graham and Lane",Connor,15.22
3199,CNT-71626266,NorthEast,#67 Stone,Huff Inc,Rijo,27.67
3200,CNT-92667982,West,Screenings,"Shelton, Tanner and Carter",Abi,29.99
3201,CNT-28464694,SouthWest,Mason Sand,Burns PLC,Steve,10.6
3202,CNT-07387300,Central,Screenings,Hernandez LLC,Madhu,34.49
3203,CNT-49378613,East,Concrete Sand,"Morse, Dixon and Parker",Rijo,20.25
3204,CNT-81522374,West,Pea Gravel,"Woodard, Bell and Klein",Rijo,35.23
3205,CNT-25814169,West,Pea Gravel,Barrett-Carpenter,Madhu,41.27
3206,CNT-79762894,SouthWest,Mason Sand,"Hansen, Kim and Morris",Rijo,37.15
3207,CNT-79033677,NorthEast,Screenings,"Beasley, Garcia and Perkins",Daniel,10.05
3208,CNT-40052264,West,#57 Stone,"Jones, Graham and Hughes",Heath,28.24
3209,CNT-29803243,Central,#57 Stone,Wilson-Perez,Shiva,20.2
3210,CNT-62760489,NorthEast,Screenings,Stafford-Johnson,Shiva,27.71
3211,CNT-74368886,SouthWest,#4 Stone,"Rodriguez, Flowers and Le",Daniel,23.06
3212,CNT-57100587,SouthWest,ABC Stone,Kennedy Inc,Madhu,31.65
3213,CNT-14805027,West,Railroad Ballast,Wyatt Inc,Niket,39.04
3214,CNT-31891107,West,Surge Stone,White Ltd,Niket,48.24
3215,CNT-86988850,West,Mason Sand,"Anderson, Leblanc and Jacobs",Daniel,46.24
3216,CNT-09290550,NorthEast,#57 Stone,Lopez-Reyes,Daniel,38.5
3217,CNT-31729818,NorthEast,Surge Stone,Jacobs and Sons,Rijo,43.56
3218,CNT-36551889,East,Concrete Sand,Johnson-Murillo,Arthur,24.24
3219,CNT-42635316,Central,#4 Stone,Gardner-Mcneil,Steve,45.27
3220,CNT-17090320,West,#4 Stone,Daniel and Sons,Rijo,23.89
3221,CNT-96018753,SouthWest,#57 Stone,Zuniga LLC,Madhu,27.2
3222,CNT-32124092,East,Rip Rap,"Thompson, Hicks and Simmons",Rijo,12.77
3223,CNT-78294918,Central,Surge Stone,Patterson and Sons,Madhu,42.37
3224,CNT-82825302,Central,Railroad Ballast,"Graham, Nicholson and Mendez",Parker,12.34
3225,CNT-26274549,Central,Pea Gravel,Valencia Group,Heath,47.17
3226,CNT-51851060,East,Rip Rap,Williams PLC,Abi,27.39
3227,CNT-35259128,SouthWest,Railroad Ballast,"Turner, Powers and Gutierrez",Abi,37.26
3228,CNT-66894202,NorthEast,Rip Rap,Rodriguez-Perry,Parker,40.14
3229,CNT-74322038,East,ABC Stone,"Robinson, Faulkner and Smith",Parker,45.75
3230,CNT-69299671,SouthWest,Screenings,"Patterson, Griffith and Smith",Abi,20.19
3231,CNT-31344123,SouthWest,Pea Gravel,"Nelson, Lara and Sanchez",Heath,13.52
3232,CNT-82961947,East,Railroad Ballast,Munoz-Baker,Shiva,41.54
3233,CNT-43854854,SouthWest,Surge Stone,Hicks Group,Heath,13.95
3234,CNT-18744663,East,Railroad Ballast,Reid LLC,Daniel,12.19
3235,CNT-86217822,West,#57 Stone,Johnson-Donovan,Niket,17.45
3236,CNT-99318969,Central,#67 Stone,May Group,Parker,41.74
3237,CNT-43954907,SouthWest,#4 Stone,"Castillo, Peterson and Clay",Steve,47.56
3238,CNT-38685041,SouthWest,Pea Gravel,Gomez-Williams,Shiva,42.46
3239,CNT-48813730,East,Pea Gravel,Garcia Group,Arthur,41.74
3240,CNT-30388204,SouthWest,Mason Sand,"Sanchez, Moore and Vance",Rijo,42.0
3241,CNT-97860027,NorthEast,Surge Stone,"Gomez, Conrad and Bell",Vashon,35.2
3242,CNT-71467570,NorthEast,Concrete Sand,Reyes LLC,Arthur,42.61
3243,CNT-16245241,East,#57 Stone,"Ponce, Payne and Dixon",Heath,39.01
3244,CNT-95084708,Central,Concrete Sand,Riley-Carlson,Heath,19.06
3245,CNT-16313979,East,Mason Sand,"Gardner, Johnson and Wilkerson",Shiva,21.44
3246,CNT-83808061,SouthWest,ABC Stone,Wallace Inc,Daniel,40.66
3247,CNT-72581366,Central,ABC Stone,Gibbs PLC,Arthur,40.12
3248,CNT-76880960,West,Railroad Ballast,Hughes Inc,Steve,21.15
3249,CNT-74305041,East,Surge Stone,"Walton, Pugh and Lara",Parker,20.23
3250,CNT-32235151,West,Concrete Sand,Hayes-Ware,Madhu,18.81
3251,CNT-21994987,Central,Screenings,Kelly Inc,Rijo,43.7
3252,CNT-45994502,East,Screenings,Wilson Ltd,Vashon,42.45
3253,CNT-15881274,West,Mason Sand,"Marshall, Fields and Howe",Connor,23.65
3254,CNT-65313885,East,Mason Sand,Vargas-Stokes,Connor,25.34
3255,CNT-22925571,West,Mason Sand,"Williamson, Carey and Curry",Shiva,47.85
3256,CNT-44657597,East,ABC Stone,"Stevenson, Austin and Soto",Daniel,39.64
3257,CNT-66400038,Central,#4 Stone,Rogers-Burton,Daniel,23.79
3258,CNT-25292858,NorthEast,#4 Stone,"Brown, Rodriguez and Keller",Niket,12.53
3259,CNT-87168616,NorthEast,Railroad Ballast,Wilson PLC,Daniel,49.49
3260,CNT-84686610,SouthWest,#57 Stone,"Glover, Strong and Horton",Rijo,43.35
3261,CNT-90015618,SouthWest,#67 Stone,"Lopez, Parker and Watkins",Arthur,14.84
3262,CNT-82013541,NorthEast,Surge Stone,Thompson-Ramirez,Parker,38.82
3263,CNT-60718370,East,#4 Stone,"Alexander, Gonzalez and Salazar",Vashon,10.4
3264,CNT-87532831,West,Pea Gravel,"Hill, Stevens and Nicholson",Shiva,39.01
3265,CNT-14088423,Central,#67 Stone,Rodriguez-Vance,Heath,28.31
3266,CNT-92413008,NorthEast,#67 Stone,Gray and Sons,Madhu,49.28
3267,CNT-10392152,East,#67 Stone,Valdez Inc,Madhu,15.61
3268,CNT-60601203,NorthEast,Surge Stone,Mcdaniel-Barron,Rijo,26.84
3269,CNT-68099284,NorthEast,Screenings,Sullivan and Sons,Arthur,35.74
3270,CNT-69678356,SouthWest,ABC Stone,"Kennedy, Tucker and Mccoy",Rijo,46.6
3271,CNT-12834524,West,Rip Rap,Miller LLC,Connor,13.71
3272,CNT-29618983,SouthWest,#4 Stone,Smith-Perry,Daniel,14.27
3273,CNT-67420193,NorthEast,Pea Gravel,Garcia-Bowman,Rijo,18.67
3274,CNT-82810332,SouthWest,Concrete Sand,"Mcfarland, Wilson and Davis",Arthur,38.52
3275,CNT-22942263,SouthWest,ABC Stone,"Roth, Reyes and Davis",Shiva,39.65
3276,CNT-50010266,Central,Railroad Ballast,Smith-Davis,Vashon,10.59
3277,CNT-59114110,West,Screenings,Perez and Sons,Vashon,34.94
3278,CNT-44326003,West,Pea Gravel,Castillo-Hancock,Niket,18.38
3279,CNT-00693664,West,Screenings,Nolan-Martinez,Vashon,29.72
3280,CNT-32412707,East,#57 Stone,Colon-Clark,Rijo,31.87
3281,CNT-03461852,East,Concrete Sand,Dunn PLC,Abi,45.34
3282,CNT-27963700,SouthWest,Concrete Sand,Weber PLC,Parker,26.47
3283,CNT-48961707,West,Pea Gravel,Buchanan Group,Madhu,24.67
3284,CNT-79999947,West,Mason Sand,Bailey and Sons,Daniel,27.22
3285,CNT-62052316,Central,#57 Stone,Wilson and Sons,Arthur,36.96
3286,CNT-08909016,West,Screenings,Dickson Group,Daniel,15.47
3287,CNT-11330278,Central,#4 Stone,Case-Lin,Connor,43.86
3288,CNT-17695019,SouthWest,#4 Stone,Calderon Inc,Niket,33.97
3289,CNT-57269372,West,Mason Sand,Lozano LLC,Vashon,24.45
3290,CNT-66637099,West,Railroad Ballast,Barrett-Hamilton,Vashon,41.17
3291,CNT-84183182,East,#67 Stone,"Fischer, Anderson and Pierce",Parker,12.79
3292,CNT-46720798,West,ABC Stone,Lewis and Sons,Connor,28.81
3293,CNT-20592079,NorthEast,Railroad Ballast,Shepherd-Barnes,Madhu,44.1
3294,CNT-77018692,Central,Rip Rap,Waller LLC,Steve,39.5
3295,CNT-26417070,NorthEast,#67 Stone,Bird-Bradley,Rijo,30.2
3296,CNT-82111757,NorthEast,Pea Gravel,"Morgan, Elliott and Parker",Daniel,18.29
3297,CNT-74038627,Central,Surge Stone,"Cook, Bright and Turner",Steve,32.93
3298,CNT-52806955,East,ABC Stone,Cordova-Hunter,Madhu,11.7
3299,CNT-93898289,SouthWest,Screenings,Estrada-Davis,Steve,39.0
3300,CNT-95741612,West,Concrete Sand,Williams Ltd,Rijo,24.67
3301,CNT-46408426,SouthWest,#4 Stone,Wells Group,Vashon,49.33
3302,CNT-43774118,SouthWest,#57 Stone,Wallace Group,Rijo,20.95
3303,CNT-74958371,Central,ABC Stone,Glenn-Caldwell,Daniel,21.24
3304,CNT-01914530,East,#57 Stone,Ayala-Chen,Steve,41.17
3305,CNT-52532888,West,ABC Stone,Woodard-Ortega,Shiva,43.31
3306,CNT-69873776,West,#57 Stone,Bonilla-Russell,Parker,14.97
3307,CNT-18587245,SouthWest,Rip Rap,Holmes-Anderson,Arthur,16.73
3308,CNT-31946434,SouthWest,Rip Rap,"White, Walker and Lee",Connor,25.74
3309,CNT-51817685,West,Mason Sand,Hill LLC,Parker,25.52
3310,CNT-58761298,East,Mason Sand,"Gilbert, Middleton and Ortiz",Rijo,45.56
3311,CNT-80447018,West,ABC Stone,"Short, Elliott and Gonzales",Steve,41.69
3312,CNT-79439415,Central,Pea Gravel,White PLC,Arthur,43.63
3313,CNT-91863154,East,Mason Sand,Wallace-Thomas,Heath,28.83
3314,CNT-86821407,NorthEast,Pea Gravel,Johnson-Palmer,Niket,38.81
3315,CNT-19095760,Central,Mason Sand,Webster Inc,Heath,23.07
3316,CNT-44447245,West,Surge Stone,Smith-Price,Heath,13.91
3317,CNT-74515513,West,Rip Rap,"Harmon, Martinez and Petty",Daniel,24.69
3318,CNT-41064864,NorthEast,Concrete Sand,Reed LLC,Parker,40.11
3319,CNT-58461041,East,Railroad Ballast,"Vargas, Evans and Johnson",Abi,40.7
3320,CNT-78774383,West,Rip Rap,Lane-Lynch,Connor,34.29
3321,CNT-48558912,West,Railroad Ballast,"Aguirre, Morrison and Mendez",Daniel,46.77
3322,CNT-62714901,East,#67 Stone,"Gibbs, Paul and Thomas",Rijo,13.23
3323,CNT-06544793,West,Surge Stone,Gonzalez Ltd,Steve,36.42
3324,CNT-21427702,West,#57 Stone,Sosa-Howell,Daniel,28.73
3325,CNT-38546744,West,#4 Stone,Wagner-Curry,Vashon,24.79
3326,CNT-14163538,East,ABC Stone,"Williams, Cook and Edwards",Rijo,41.55
3327,CNT-69549607,Central,Railroad Ballast,"Kirby, Zimmerman and Morales",Connor,27.89
3328,CNT-65011761,West,Surge Stone,Young-Torres,Abi,20.9
3329,CNT-42075276,Central,Mason Sand,"Torres, Curry and Lang",Connor,41.75
3330,CNT-43883376,SouthWest,Rip Rap,Bond-Young,Rijo,30.62
3331,CNT-04197365,NorthEast,Pea Gravel,Mcfarland-Sullivan,Heath,15.08
3332,CNT-87196282,West,#57 Stone,"Smith, Gonzalez and Carroll",Vashon,11.86
3333,CNT-46159651,Central,#57 Stone,Solis-Smith,Madhu,17.8
3334,CNT-10045458,Central,Railroad Ballast,Lopez Group,Rijo,22.96
3335,CNT-07474882,East,Rip Rap,Coleman Ltd,Rijo,42.36
3336,CNT-27710331,East,#57 Stone,"Williams, Blair and Robertson",Steve,48.95
3337,CNT-07430041,West,Concrete Sand,Gibbs-Williams,Niket,10.85
3338,CNT-84867086,East,Screenings,Alvarez Inc,Madhu,36.61
3339,CNT-06061447,SouthWest,Screenings,Mendoza-Cuevas,Connor,19.0
3340,CNT-82760553,East,Rip Rap,"Walker, Morris and Parker",Rijo,39.59
3341,CNT-01135652,East,Rip Rap,"Lowery, Brown and Barrett",Abi,23.89
3342,CNT-57182134,West,Surge Stone,Schaefer-Glenn,Madhu,33.21
3343,CNT-24416781,West,Surge Stone,Mendez Ltd,Connor,18.2
3344,CNT-82826626,East,Concrete Sand,West Ltd,Madhu,22.54
3345,CNT-78790209,SouthWest,Mason Sand,Harper-Murray,Rijo,37.92
3346,CNT-13139751,West,Railroad Ballast,Gibson-Jensen,Connor,13.13
3347,CNT-32943357,NorthEast,#67 Stone,Salazar-Barrett,Shiva,22.55
3348,CNT-54995768,West,Screenings,Dunn PLC,Rijo,27.49
3349,CNT-87613757,West,Concrete Sand,"Allen, Eaton and Velez",Parker,15.14
3350,CNT-36667643,Central,#67 Stone,"Avery, Woods and Roach",Steve,21.95
3351,CNT-47583673,West,ABC Stone,Garcia PLC,Madhu,17.52
3352,CNT-09254780,East,Railroad Ballast,"White, Peters and Sanchez",Daniel,47.16
3353,CNT-84718618,Central,#57 Stone,Brewer-Diaz,Niket,35.1
3354,CNT-65016764,East,Rip Rap,"Walker, Hart and Dickson",Niket,37.45
3355,CNT-62938991,East,#4 Stone,West Group,Daniel,38.38
3356,CNT-57904778,NorthEast,Rip Rap,Hansen Inc,Daniel,20.41
3357,CNT-55511672,West,Screenings,Johnson-Ward,Shiva,15.58
3358,CNT-14985674,West,Mason Sand,Taylor Ltd,Niket,27.97
3359,CNT-43131826,SouthWest,Mason Sand,"Liu, Vaughn and Patterson",Niket,11.93
